Date,News,Prediction
25/07/2012, tanzania look to the uae for investment in their natural gas fields, INCREASE
25/07/2012, scottish parliament make roc decision, INCREASE
26/07/2012, iran launches its first ever domestically produced aframax oil tanker, INCREASE
26/07/2012, why exxons 49 increase in quarterly profits remains less than predicted, INCREASE
26/07/2012, new epa rules could see the wests largest coal power plant shut down by 2017, INCREASE
26/07/2012, the problem with burying power lines, INCREASE
27/07/2012, shell forced to reduce the scale of their arctic exploration plans, INCREASE
27/07/2012, us opens public land for utility scale solar projects, INCREASE
27/07/2012, will europe follow the us with high tariffs on chinese solar panels, INCREASE
27/07/2012, abu dhabis ipic reports a 96 drop in net profit in 2011, INCREASE
27/07/2012, london 2012 the greenest olympic games ever, INCREASE
30/07/2012, when will the fomc announce qe3, DECREASE
30/07/2012, report shows the us has nearly 200, DECREASE
30/07/2012, using a virtual power plant to help connect renewable energy sources to the grid, DECREASE
30/07/2012, the top 10 best executive pay packages, DECREASE
31/07/2012, more than 700 million left without power after latest blackouts in india, INCREASE
31/07/2012, china pay 20 billion for front seat in africas hydrocarbon show, INCREASE
31/07/2012, lloyds to invest £333 million in uk renewable energy projects, INCREASE
31/07/2012, saudi arabia cancel multimillion dollar contracts with russia, INCREASE
13/08/2012, us navy ship collides with bulk oil tanker in the persian gulf, DECREASE
13/08/2012, new ethanol production process claims to increase recoverable energy by 2000, DECREASE
13/08/2012, smart glass can vastly increase a buildings  energy efficiency, DECREASE
14/08/2012, chevron refinery may close for six months following fire, INCREASE
14/08/2012, dong energy buys three offshore wind farm projects, INCREASE
14/08/2012, awea announces that the us has over 50 gw of installed wind capacity, INCREASE
14/08/2012, the us may already be in recession, INCREASE
15/08/2012, uae signs 3 billion contracts to secure nuclear supplies, INCREASE
15/08/2012, greenpeace warns that chinas coal expansion will lead to a water crisis, INCREASE
15/08/2012, gulf states use new ray gun in battle against pirates, INCREASE
15/08/2012, as cities start going bankrupt investors get out of municipal bonds, INCREASE
16/08/2012, middle east to spend 327 billion on new energy projects this year, DECREASE
16/08/2012, saudi aramco the latest victim of a cyberattack, DECREASE
16/08/2012, bill gates presents prize to caltech for its solarpowered toilet, DECREASE
16/08/2012, court orders a halt on construction of brazils 11 gw hydroelectric dam, DECREASE
17/08/2012, chevron appeals injunction preventing it from operating in brazilian waters, INCREASE
17/08/2012, new offshore drilling rules have been released, INCREASE
17/08/2012, international funds bid for uks largest water company, INCREASE
20/08/2012, gasoline prices up over 30 cents, INCREASE
20/08/2012, bp risks losing status as top energy firm with sale of prime assets, INCREASE
20/08/2012, german offshore windfarm is delayed due to fears for local porpoises, INCREASE
20/08/2012, a look at 10 indian solar projects which will prevent future blackouts, INCREASE
21/08/2012, compressed air vehicle  has the electric car met its match, DECREASE
21/08/2012, petroleum theft growing in mexico, DECREASE
21/08/2012, worlds first windpowered ev charging station installed in barcelona, DECREASE
22/08/2012, romney raises 6mn at big oil luncheon, INCREASE
22/08/2012, coal wins minor battle with epa, INCREASE
22/08/2012, platinum gains on miner unrest in south africa, INCREASE
22/08/2012, why greece has to leave the euro, INCREASE
23/08/2012, north korea progresses on new nuclear reactor, DECREASE
23/08/2012, energy independence by 2020 with romney, DECREASE
23/08/2012, walmart storms energy world, DECREASE
23/08/2012, iae, DECREASE
23/08/2012, crisis brews in india over coal block allocation, DECREASE
23/08/2012, international oil companies illegally exploiting somali hydrocarbons, DECREASE
24/08/2012, israel reaches out to us for oil and gas development, DECREASE
24/08/2012, australias mining boom over, DECREASE
24/08/2012, securities and exchange commission passes key tax disclosure ruling, DECREASE
24/08/2012, sudansouth sudan tensions flare over oilrich abyei, DECREASE
24/08/2012, polands natural gas monopoly purges and merges, DECREASE
24/08/2012, china ups ante in trade war with us, DECREASE
27/08/2012, us doe issues report in support of natural gas, DECREASE
27/08/2012, threat of eu tariffs on us bioethanol, DECREASE
27/08/2012, scientists unveil how the deep ocean traps carbon, DECREASE
27/08/2012, breakthroughs make desalination equipment investors pick, DECREASE
28/08/2012, voters favor obama over romney on energy, DECREASE
28/08/2012, iran may allow inspection of military installation, DECREASE
28/08/2012, radioactive fish off fukushima coast, DECREASE
28/08/2012, at least 41 dead after venezuela oil refinery explosion, DECREASE
28/08/2012, merkels plan for a united states of europe, DECREASE
29/08/2012, gm temporarily halts volt production over low sales, DECREASE
29/08/2012, analysts predict draw from us strategic reserves over storm isaac, DECREASE
29/08/2012, gazprom signs south stream pipeline agreement with bulgaria, DECREASE
29/08/2012, chilean court nixes 5bn thermoelectric power plant, DECREASE
29/08/2012, gdp increased at an annual rate of 17, DECREASE
30/08/2012, us targets mexican oil company linked to drug cartel, INCREASE
30/08/2012, hurricane isaac prompts natural gas rally, INCREASE
30/08/2012, saudi oil giant recoups after virus attack, INCREASE
30/08/2012, syria trumps irans nuclear program at tense nam summit, INCREASE
30/08/2012, massive oil find in mexicos deep waters, INCREASE
30/08/2012, scotland offers £10m prize for renewable energy projects, INCREASE
31/08/2012, greek oil tanker robbed and released off togo, INCREASE
31/08/2012, russian oligarch battle over sibneft concludes in london, INCREASE
31/08/2012, south sudan a year away from full oil production, INCREASE
31/08/2012, indias esser oil increases iranian imports, INCREASE
13/09/2012, gas prices exceed 8 a gallon as station owners protest against lukoil, INCREASE
13/09/2012, japan may quit nuclear power by the 2030s, INCREASE
13/09/2012, expecting a boom, INCREASE
13/09/2012, 100th turbine installed in worlds largest wind farm, INCREASE
14/09/2012, halliburton asks national guard to help in search for lost radioactive device, DECREASE
14/09/2012, tesla model s completes trip from la to las vegas on one charge, DECREASE
14/09/2012, qatargas increases lng supply to japan to 20 million tonnes, DECREASE
14/09/2012, 7, DECREASE
17/09/2012, uk study shows the benefits of thorium have been exaggerated, DECREASE
17/09/2012, cleantech market to be worth more than €4 trillion a year by mid2020s, DECREASE
17/09/2012, japan now has the third largest solar capacity in the world, DECREASE
17/09/2012, spain to introduce 6 tax on all domestic energy production, DECREASE
17/09/2012, shell suffer yet another delay to arctic drilling plans, DECREASE
18/09/2012, could plans to build nine mega coal mines in queensland doom the climate, DECREASE
18/09/2012, boeing test hydrogen fuel cell powered aircraft, DECREASE
18/09/2012, esa plans to use nuclear waste batteries to power deep space exploration, DECREASE
18/09/2012, china set to double 2015 solar target to more than 40gw, DECREASE
18/09/2012, stocks in precious metal mines are finally keeping pace with metal prices, DECREASE
19/09/2012, growing unemployment and civil unrest  the real picture in iran, INCREASE
19/09/2012, russias giant diamond mine could collapse the global diamond market, INCREASE
19/09/2012, offshore oil discoveries could lead ireland out of economic woe, INCREASE
19/09/2012, saudi arabia promise more oil to drive global prices down, INCREASE
19/09/2012, the us continues to suffer for its lack of a water policy, INCREASE
20/09/2012, exxonmobil increases stake in bakken field to 600, INCREASE
20/09/2012, oil companies race back to the gulf of mexico, INCREASE
20/09/2012, geopolitical peak oil has unconventional oil production peaked, INCREASE
21/09/2012, saudi arabias attempts to control oil prices continue, DECREASE
21/09/2012, researchers create batteries that can be painted onto virtually any surface, DECREASE
21/09/2012, san francisco approve shells plans to provide 100 clean electricity, DECREASE
21/09/2012, europe set for a coal power boom, DECREASE
21/09/2012, chinas wind power capacity could reach 300gw by 2020, DECREASE
24/09/2012, smart sponge holds the key to cleaning fracking water, INCREASE
24/09/2012, superefficient hydrogen fuel cell developed for smart phones, INCREASE
24/09/2012, ahmadinejad tells the new york press that he wants the elimination of israel, INCREASE
24/09/2012, greek bailout must wait as obamas reelection campaign takes priority, INCREASE
25/09/2012, exxon  rosneft plan to drill for oil in old soviet nuclear dumping ground, DECREASE
25/09/2012, oil rig diver survives 40 minutes in the north sea without an oxygen supply, DECREASE
25/09/2012, us lawmakers want a quicker decision on the fate of exporting shale gas, DECREASE
25/09/2012, gold miner strike grows, DECREASE
25/09/2012, yemens lng pipeline suffers yet another attack, DECREASE
26/09/2012, us navy develops a technique to produce jet fuel from sea water, INCREASE
26/09/2012, broker sent oil prices to eight month high in a drunken stupor, INCREASE
26/09/2012, un plans to supply sustainable energy to the world by 2030, INCREASE
26/09/2012, uk and ireland install underwater interconnector cable to boost wind energy, INCREASE
26/09/2012, how to survive an end of the world event, INCREASE
27/09/2012, the green city index how sustainable is your city, DECREASE
27/09/2012, mercedes benz release an ev super car, DECREASE
27/09/2012, mecca to become first solar city in saudi arabia, DECREASE
27/09/2012, uk renewable energy capacity has grown by 424, DECREASE
28/09/2012, xstrataglencore merger in the air over management dispute, INCREASE
28/09/2012, uk plans to install 20gw of gasfired power stations by 2030, INCREASE
28/09/2012, mit students hope to revolutionise the nuclear sector with new msr design, INCREASE
28/09/2012, france raises tax on the rich to 75 in order to rescue the economy, INCREASE
10/10/2012, chevron loses supreme court appeal against 182 billion ecuador case, INCREASE
